,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Newport,100,GB,1592706194,96,51.59,-3.0,57.0,3.0
375,Raudeberg,100,NO,1592706207,91,61.99,5.14,62.01,3.29
376,Solwezi,0,ZM,1592706188,80,-12.17,26.39,44.55,3.89
377,Fairbanks,90,US,1592706117,82,64.84,-147.72,62.6,3.47
378,Yeniseysk,100,RU,1592706210,97,58.45,92.17,46.09,9.42
379,Batticaloa,100,LK,1592706212,67,7.71,81.69,82.62,5.59
380,Tyup,0,KG,1592706213,51,42.73,78.36,58.66,0.92
381,Eisenach,20,DE,1592706214,75,50.98,10.32,57.0,2.68
382,Georgiyevskoye,0,RU,1592706215,74,58.73,45.02,44.55,7.14
383,Langham,75,CA,1592706216,62,52.37,-106.97,55.4,11.41
384,Montevideo,90,UY,1592706192,87,-34.83,-56.17,53.6,28.86
385,Yibin,100,CN,1592706218,71,28.77,104.62,79.29,1.95
386,Nhulunbuy,0,AU,1592706219,61,-12.23,136.77,80.71,14.74
387,Jiazi,67,CN,1592706220,75,22.88,116.07,86.27,15.01
388,Ulladulla,54,AU,1592706222,55,-35.35,150.47,62.6,10.29
389,Ixtapa,40,MX,1592706223,69,20.7,-105.2,82.4,5.82
390,Tarko-Sale,100,RU,1592706224,85,64.92,77.78,50.0,19.89
391,Nueva Granada,100,CO,1592706225,91,9.8,-74.39,76.1,5.5
392,Annau,75,TM,1592706226,19,37.89,58.52,80.6,9.17
393,Uvat,0,RU,1592706227,83,59.14,68.9,47.26,6.11
394,Deputatsky,0,RU,1592706228,21,69.3,139.9,82.24,8.25
395,Paraopeba,0,BR,1592706229,77,-19.28,-44.4,66.2,9.17
396,Santa Rosa,20,PH,1592706230,66,14.31,121.11,91.0,4.7
397,Pachino,0,IT,1592706231,63,36.72,15.09,61.0,3.47
398,Pianoro,97,IT,1592706233,72,44.39,11.34,64.4,10.29
399,Palmas,99,BR,1592706234,78,-10.21,-48.36,71.6,4.7
400,Fare,81,PF,1592706235,80,-16.7,-151.02,80.08,12.15
401,Goderich,100,CA,1592706236,85,43.75,-81.72,73.99,4.0
402,Kattivākkam,90,IN,1592706237,70,13.22,80.32,86.0,5.82
403,Yashalta,100,RU,1592705944,85,46.34,42.28,67.19,8.97
404,Broken Hill,90,AU,1592706239,66,-31.95,141.43,53.6,23.04
405,Margate,100,GB,1592706240,87,51.38,1.39,60.01,1.99
406,Itarema,0,BR,1592706241,79,-2.92,-39.92,78.3,13.49
407,Lata,0,PT,1592706242,97,40.16,-8.33,62.01,1.99
408,Edelira,0,PY,1592706244,76,-26.75,-55.27,68.72,6.76
409,Strathpeffer,99,GB,1592706245,71,57.59,-4.54,57.99,3.36
410,Alofi,100,NU,1592706246,78,-19.06,-169.92,78.8,16.11
411,Zabid,0,YE,1592706247,63,14.2,43.32,86.38,11.48
412,Vikulovo,82,RU,1592706248,92,56.82,70.61,54.82,6.78
413,La Ronge,90,CA,1592706249,62,55.1,-105.28,53.6,3.36
414,Cabras,0,IT,1592706250,89,39.93,8.53,61.0,4.0
415,Egvekinot,30,RU,1592706251,39,66.32,-179.17,58.8,4.18
416,Morgan City,1,US,1592706252,88,29.7,-91.21,80.6,6.04
417,North Las Vegas,1,US,1592706153,8,36.2,-115.12,102.2,13.87
418,Nicolás Bravo,0,MX,1592706255,94,18.45,-88.92,75.76,2.93
419,Batagay-Alyta,0,RU,1592706256,21,67.8,130.41,84.83,4.72
420,São Félix do Xingu,27,BR,1592706146,86,-6.64,-51.99,71.53,2.24
421,Wagar,65,SD,1592706258,41,16.15,36.2,88.68,17.49
422,City of San Pedro,20,PH,1592706259,66,14.35,121.02,91.0,4.7
423,Burley,20,US,1592706260,39,42.54,-113.79,78.8,3.36
424,Ardakān,0,IR,1592706261,13,32.31,54.02,81.59,4.36
425,Sterling,40,US,1592706262,88,39.01,-77.43,70.0,4.7
426,Shagonar,58,RU,1592706263,64,51.53,92.8,62.51,1.19
427,Marshalltown,1,US,1592706024,88,42.05,-92.91,72.0,5.82
428,Verkhnyaya Inta,94,RU,1592706265,74,65.98,60.31,48.06,14.63
429,Samarai,31,PG,1592706267,84,-10.62,150.67,79.77,9.44
430,Mahibadhoo,100,MV,1592706268,75,3.78,72.97,83.62,11.54
431,Castel San Pietro Terme,84,IT,1592706269,72,44.4,11.58,64.4,10.29
432,Kemijärvi,0,FI,1592706270,54,66.71,27.43,52.63,0.38
433,Lagoa,0,PT,1592706271,92,39.05,-27.98,65.35,15.61
434,Mayo,1,US,1592706242,88,38.89,-76.51,72.0,6.93
435,Barcelos,75,PT,1592706273,93,41.54,-8.62,62.01,2.62
436,Sorong,0,ID,1592706274,70,-0.88,131.25,84.74,7.14
437,Gigmoto,74,PH,1592706275,69,13.78,124.39,86.65,5.21
438,Innisfail,100,AU,1592706276,91,-17.53,146.03,70.14,9.73
439,Eidsvåg,99,NO,1592706277,77,62.78,8.07,64.4,4.7
440,Kysyl-Syr,100,RU,1592706278,36,63.9,122.76,80.94,4.21
441,Paramonga,55,PE,1592706280,87,-10.67,-77.83,61.83,6.42
442,Maracaju,0,BR,1592706281,57,-21.61,-55.17,67.48,7.11
443,Tekkali,99,IN,1592706282,68,18.62,84.23,83.52,4.38
444,Podlesnoye,0,RU,1592706283,77,51.82,47.01,65.39,4.03
445,Great Falls,20,US,1592706230,45,47.5,-111.3,66.99,20.8
446,Oyem,83,GA,1592706285,99,1.6,11.58,66.65,3.06
447,Atambua,0,ID,1592706286,55,-9.11,124.89,80.71,3.36
448,Dunedin,95,NZ,1592706287,76,-45.87,170.5,46.99,21.0
449,Laplace,40,US,1592706288,65,30.07,-90.48,82.4,9.17
450,Luang Prabang,40,LA,1592706289,78,19.89,102.13,82.4,2.24
451,Puerto Escondido,100,MX,1592706290,75,15.85,-97.07,82.67,1.23
452,Brownsville,1,US,1592706292,74,25.9,-97.5,82.4,10.29
453,Cherskiy,69,RU,1592706293,22,68.75,161.3,84.6,7.02
454,Kuntaur,40,GM,1592706294,69,13.67,-14.88,82.72,6.35
455,Acaraú,0,BR,1592706295,80,-2.89,-40.12,78.3,13.67
456,Xining,100,CN,1592706296,79,36.62,101.77,56.93,3.0
457,Vao,0,NC,1592706297,61,-22.67,167.48,68.54,12.17
458,Wanning,0,CN,1592706298,73,18.8,110.4,87.28,14.56
459,Camacha,40,PT,1592706290,72,33.08,-16.33,68.0,9.17
460,Sittwe,23,MM,1592706300,84,20.15,92.9,83.1,15.26
461,Galle,93,LK,1592706302,81,6.04,80.22,82.8,13.53
462,Noyabrsk,100,RU,1592706059,92,63.2,75.45,48.15,21.83
463,Bakhmach,90,UA,1592706304,86,51.18,32.76,64.85,9.37
464,Chernyshevsk,3,RU,1592706305,44,52.52,117.02,66.83,9.01
465,Zhicheng,100,CN,1592706306,97,30.3,111.5,70.0,4.21
466,Pontian Kecil,20,MY,1592706307,88,1.48,103.39,80.6,3.36
467,Sabile,98,LV,1592706308,96,57.05,22.57,60.08,8.9
468,Lompoc,12,US,1592706185,77,34.64,-120.46,61.0,12.75
469,Nemuro,75,JP,1592706280,67,43.32,145.57,57.2,8.05
470,Kapoeta,37,SS,1592706311,78,4.77,33.59,71.98,6.04
471,Houma,1,US,1592706312,74,29.6,-90.72,80.01,3.36
472,Joensuu,1,FI,1592706314,81,62.6,29.76,50.0,5.82
473,Ropczyce,75,PL,1592706315,100,50.05,21.61,63.0,4.7
474,Santa Isabel Rio Negro,100,BR,1592706316,97,-0.41,-65.02,73.53,1.79
475,Ossora,0,RU,1592706317,62,59.24,163.07,61.92,7.96
476,Halifax,14,CA,1592706305,70,44.65,-63.57,62.01,1.01
477,Jumla,25,NP,1592706319,59,29.27,82.18,65.97,2.17
478,Lavrentiya,0,RU,1592706255,43,65.58,-171.0,56.34,16.4
479,Mogadishu,1,SO,1592706202,82,2.04,45.34,78.17,19.71
480,Santa Maria,0,BR,1592706090,57,-29.68,-53.81,80.6,13.87
481,Sandūr,100,IN,1592706323,75,15.1,76.55,76.32,16.87
482,Pangody,34,RU,1592706324,69,65.85,74.49,51.84,15.55
483,Lasem,0,ID,1592706326,66,-6.69,111.45,83.25,6.13
484,Port Pirie,96,AU,1592706327,58,-33.18,138.02,59.0,14.99
485,Moose Factory,90,CA,1592706328,100,51.26,-80.61,51.8,2.24
486,Shingū,75,JP,1592706329,69,33.73,135.98,77.0,3.36
487,Laguna,1,US,1592706164,39,38.42,-121.42,84.0,10.29
488,Garoowe,9,SO,1592706331,53,8.41,48.48,78.76,17.81
489,Tallahassee,40,US,1592706053,65,30.44,-84.28,80.6,3.36
490,St. George's,20,GD,1592706333,88,12.06,-61.75,82.4,14.99
491,Narasannapeta,97,IN,1592706334,67,18.42,84.05,83.73,4.88
492,Kaka,26,TM,1592706335,12,37.35,59.61,87.67,13.27
493,Sompeta,97,IN,1592706336,66,18.93,84.6,84.58,3.6
494,Guane,86,CU,1592706337,82,22.2,-84.09,79.74,1.07
495,Gbadolite,100,CD,1592706339,95,4.28,21.02,68.56,1.23
496,Takoradze,98,GH,1592706340,87,4.88,-1.76,77.0,10.98
497,Amapá,36,BR,1592706341,98,1.0,-52.0,72.61,1.95
498,Harrisonburg,90,US,1592706057,100,38.45,-78.87,69.01,0.13
499,Hirado,75,JP,1592706244,83,33.36,129.55,75.99,3.36
500,Naze,75,JP,1592706344,94,28.37,129.48,77.0,10.29
501,Mikhaylovka,97,RU,1592706345,47,50.06,43.24,75.0,10.0
502,Raymondville,1,US,1592706346,70,26.48,-97.78,84.2,11.41
503,Tarnos,100,FR,1592706347,87,43.54,-1.46,59.0,3.36
504,Óbidos,100,BR,1592706348,92,-1.92,-55.52,75.4,2.35
505,Mae Sai,20,TH,1592706350,74,20.43,99.88,86.0,8.05
506,Nizwá,1,OM,1592706351,47,22.93,57.53,84.24,1.41
507,Noumea,0,NC,1592706352,50,-22.28,166.46,75.2,8.05
508,Roverud,70,NO,1592706353,73,60.25,12.05,60.01,3.42
509,Pathein,25,MM,1592706306,74,16.78,94.73,85.17,5.57
510,Paamiut,89,GL,1592706355,87,61.99,-49.67,39.72,20.31
511,Daru,36,PG,1592706356,78,-9.08,143.21,80.67,13.18
512,San Vicente,0,AR,1592706357,78,-26.62,-54.13,66.99,6.85
513,Koslan,92,RU,1592706358,68,63.46,48.9,41.45,13.6
514,Santa Luzia,0,BR,1592706359,72,-19.77,-43.85,66.2,11.41
515,Grand-Santi,100,GF,1592706360,96,4.25,-54.38,73.38,1.97
516,Artur Nogueira,9,BR,1592706362,68,-22.57,-47.17,66.2,8.05
517,Meadow Lake,1,US,1592706363,9,34.8,-106.54,87.8,3.36
518,Laramie,20,US,1592706364,27,41.31,-105.59,66.99,8.05
519,Pembroke,1,CA,1592706365,65,45.82,-77.12,77.0,3.36
520,Ojinaga,1,MX,1592706366,14,29.57,-104.42,98.6,4.7
521,São José da Coroa Grande,9,BR,1592706367,84,-8.9,-35.15,75.63,11.36
522,Machala,40,EC,1592706368,78,-3.27,-79.97,77.0,4.68
523,San Jerónimo,21,PE,1592706369,71,-11.95,-75.28,47.26,3.51
524,Kumul,98,CN,1592706370,19,42.8,93.45,81.23,20.07
525,Dingle,48,PH,1592706371,65,11.0,122.67,88.27,6.98
526,Otradnoye,0,RU,1592706372,62,59.78,30.82,57.2,6.71
527,Almaznyy,0,RU,1592706373,60,48.04,40.05,68.0,6.71
528,Marsá Maţrūḩ,0,EG,1592706375,27,31.35,27.25,77.0,13.87
529,Abu Dhabi,20,AE,1592706196,79,24.47,54.37,86.0,3.36
530,Camacupa,0,AO,1592706377,54,-12.02,17.48,47.21,4.0
531,Banamba,3,ML,1592706269,38,13.55,-7.45,88.63,1.63
532,Aquin,25,HT,1592706379,82,18.28,-73.4,80.46,5.19
533,Nicoya,100,CR,1592706380,86,10.15,-85.45,76.84,4.32
534,Mayumba,68,GA,1592706381,89,-3.43,10.66,73.58,7.47
535,Seredka,0,RU,1592706382,77,58.16,28.19,59.0,6.71
536,Rome,20,US,1592706383,88,43.21,-75.46,71.01,3.36
537,Wolsztyn,100,PL,1592706384,97,52.12,16.12,60.01,3.0
538,Bubaque,99,GW,1592706385,79,11.28,-15.83,81.72,11.41
539,Haines Junction,33,CA,1592706281,55,60.75,-137.51,57.06,9.69
540,Šabac,75,RS,1592706388,93,44.75,19.69,60.8,8.05
541,Port Lincoln,91,AU,1592706389,65,-34.73,135.87,56.28,18.07
542,Huarmey,12,PE,1592706390,87,-10.07,-78.15,62.2,8.52
543,Chapais,75,CA,1592706241,77,49.78,-74.85,68.0,9.17
544,Aasiaat,82,GL,1592706392,85,68.71,-52.87,37.67,8.5
545,Šipovo,100,BA,1592706393,86,44.28,17.08,54.99,5.55
546,Hailar,69,CN,1592706394,42,49.2,119.7,69.46,10.89
547,Cayenne,75,GF,1592706395,100,4.93,-52.33,78.8,6.93
548,Basco,87,PH,1592706396,75,20.45,121.97,84.78,8.37
